paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,7.0,24.8
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,7.0,25.3
P065,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,650,81.47,thermal,0.5,1.34,1.61,"Combined silica, alumina and ferric-oxides: 84.42",1.22,1.46,0.32,,81.47,650,0.08,2.06,4.92,,Manganese Oxide (MnO): 0.03,,650.0,30.0,7.0,9.8
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,14.0,51.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,28.0,31.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,28.0,39.7
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,28.0,47.7
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,28.0,63.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,28.0,54.0
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,30.0,28.0,26.6
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,28.0,20.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,28.0,25.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,30.0,28.0,6.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,28.0,39.7
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,28.0,39.8
P073,"0, 5, 7, 10, 15, 20, 25, 30, 40, 50, 60",0.0,60.0,Rice Husk Ash (RHA),Rice husk,controlled,Combustion temperature 500 °C to 700 °C; Minimum grinding duration 1030 min,86.77625,both,,0.87625,1.045,high,1.07875,0.627143,2.438571,Mechanical grinding (automatic grinder / vibrating mill),88.333333,Thermal treatment: 500700 °C; Grinding: 1030 min (or up to 120 min in vibrating mill),0.374286,2.154,12.0,"Cristobalite, amorphous silica (SiO2)",,Amorphous silica and minor cristobalite,600.0,30.0,28.0,37.8
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,56.0,60.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,56.0,25.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,56.0,31.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,90.0,29.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,90.0,33.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,30.0,90.0,35.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,90.0,48.1
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,30.0,90.0,48.5
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,30.0,91.0,64.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,150.0,48.8
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,30.0,150.0,63.2
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,7.0,9.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,7.0,11.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,7.0,13.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,28.0,17.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,28.0,20.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,28.0,23.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,28.0,48.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,28.0,50.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,28.0,52.5
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,28.0,64.5
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,56.0,22.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,56.0,26.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,56.0,28.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,56.0,52.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,56.0,55.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,56.0,60.5
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,40.0,56.0,63.5
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,90.0,26.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,40.0,90.0,29.0
